municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_724301,cnae_724302,cnae_729403,cnae_729404,cnae_1510600,cnae_1610205,cnae_2019399,cnae_2312500,cnae_2449199,cnae_2610800
FRANCISCO ALVES,410832,Arsênio,PR,58,0,24,30,4,0,4,0.06896551724137931,0,0,0,0,0,0,0,0,0,0,0
FRANCISCO BADARO,312650,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0
FRANCISCO BELTRAO,410840,Arsênio,PR,56,0,26,30,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0
FRANCISCO DUMONT,312660,Arsênio,MG,20,5,3,8,4,0,4,0.26666666666666666,0,0,0,0,0,0,0,0,0,0,0
FRANCISCOPOLIS,312675,Arsênio,MG,16,11,4,0,1,0,1,0.2,0,0,0,0,1,0,0,0,0,0,0
FREDERICO WESTPHALEN,430850,Arsênio,RS,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FREI GASPAR,312680,Arsênio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUNILANDIA,312720,Arsênio,MG,10,5,0,1,4,0,4,0.8,0,0,0,0,0,0,0,0,0,0,0
GABRIEL MONTEIRO,351650,Arsênio,SP,21,4,2,9,6,0,6,0.35294117647058826,0,0,0,0,0,0,0,0,0,0,0
GALIA,351660,Arsênio,SP,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
GALVAO,420560,Arsênio,SC,33,2,4,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GAMA,530010,Arsênio,DF,46,1,11,32,0,2,2,0.044444444444444446,0.044444444444444446,92,4,1,9,5,0,3,0,4,17
GAMELEIRA DE GOIAS,520815,Arsênio,GO,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GANDU,291120,Arsênio,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
GARARU,280240,Arsênio,SE,17,8,0,7,2,0,2,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0
GARIBALDI,430860,Arsênio,RS,185,0,173,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
GAROPABA,420570,Arsênio,SC,110,0,25,84,1,0,1,0.00909090909090909,0,0,0,0,0,0,0,0,0,0,0
GASTAO VIDIGAL,351680,Arsênio,SP,24,7,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAURAMA,430870,Arsênio,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAVIAO,291125,Arsênio,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERAL CAMARA,430880,Arsênio,RS,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERAL CARNEIRO,410850,Arsênio,PR,53,0,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERAL SALGADO,351690,Arsênio,SP,68,10,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENTIO DO OURO,291130,Arsênio,BA,10,5,0,5,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0
GETULIO VARGAS,430890,Arsênio,RS,55,2,51,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
GIRUA,430900,Arsênio,RS,73,2,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLAUCILANDIA,312735,Arsênio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLICERIO,351710,Arsênio,SP,64,0,20,43,1,0,1,0.015625,0,0,0,0,0,0,0,0,0,0,0
GLORIA,291140,Arsênio,BA,14,14,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0
GLORINHA,430905,Arsênio,RS,27,2,22,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GODOY MOREIRA,410855,Arsênio,PR,27,0,14,12,1,0,1,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0
GOIANAPOLIS,520840,Arsênio,GO,14,6,5,1,2,0,2,0.25,0,0,0,0,0,1,0,0,0,0,0
GOIANESIA,520860,Arsênio,GO,23,7,12,2,2,0,2,0.125,0,0,0,0,0,0,0,0,0,0,2
GOIANIA,520870,Arsênio,GO,62,24,14,14,10,0,10,0.2631578947368421,0,71,3,2,6,36,1,2,0,11,24
GOIAS,520890,Arsênio,GO,39,7,15,9,8,0,8,0.25,0,7,0,0,0,1,0,0,0,0,0
GOIATINS,170900,Arsênio,TO,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOIATUBA,520910,Arsênio,GO,78,19,40,5,14,0,14,0.23728813559322035,0,0,0,0,0,0,0,0,0,0,0
GOIOERE,410860,Arsênio,PR,36,0,19,13,4,0,4,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0
GOIOXIM,410865,Arsênio,PR,18,0,10,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GONCALVES,312740,Arsênio,MG,12,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GONGOGI,291150,Arsênio,BA,12,5,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GOUVEIA,312760,Arsênio,MG,14,12,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
GOUVELANDIA,520915,Arsênio,GO,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAMADO,430910,Arsênio,RS,71,0,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GRANDES RIOS,410870,Arsênio,PR,49,0,22,22,5,0,5,0.10204081632653061,0,0,0,0,0,0,0,0,0,0,0
GRAO MOGOL,312780,Arsênio,MG,3,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
GRAVATAI,430920,Arsênio,RS,32,8,18,5,0,1,1,0.041666666666666664,0.041666666666666664,0,0,0,0,0,0,2,0,7,21
GRUPIARA,312790,Arsênio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
GUAIBA,430930,Arsênio,RS,40,4,33,2,1,0,1,0.027777777777777776,0,0,0,0,0,2,0,2,0,0,17
GUAIRA,410880,Arsênio,PR,84,0,43,41,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
GUAIRACA,410890,Arsênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUAJERU,291165,Arsênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
GUAMIRANGA,410895,Arsênio,PR,41,0,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUAPIARA,351760,Arsênio,SP,149,48,0,98,0,3,3,0.0297029702970297,0.0297029702970297,0,0,0,0,0,0,0,0,0,0
GUAPIRAMA,410900,Arsênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUAPO,520920,Arsênio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0
GUAPORE,430940,Arsênio,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0
GUAPOREMA,410910,Arsênio,PR,22,6,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARACI,410920,Arsênio,PR,40,0,18,21,1,0,1,0.025,0,0,0,0,0,0,0,0,0,0,0
GUARACIABA,312820,Arsênio,MG,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GUARACIABA,420640,Arsênio,SC,55,3,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARAI,170930,Arsênio,TO,8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARAITA,520929,Arsênio,GO,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARAMIRANGA,230510,Arsênio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
GUARANESIA,312830,Arsênio,MG,36,28,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
GUARANI D'OESTE,351800,Arsênio,SP,21,7,8,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GUARANI DAS MISSOES,430950,Arsênio,RS,48,0,48,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
GUARANI DE GOIAS,520940,Arsênio,GO,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARANIACU,410930,Arsênio,PR,66,0,36,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARAPARI,320240,Arsênio,ES,12,0,4,6,2,0,2,0.16666666666666666,0,0,0,0,0,4,0,0,0,0,1
GUARAPUAVA,410940,Arsênio,PR,134,0,86,48,0,0,0,0,0,3,0,0,0,2,1,1,0,0,0
GUARAQUECABA,410950,Arsênio,PR,24,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARAREMA,351830,Arsênio,SP,48,8,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
GUARATINGA,291180,Arsênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
GUARATUBA,410960,Arsênio,PR,38,2,26,0,10,0,10,0.2777777777777778,0,0,0,0,0,1,0,0,0,0,0
GUARDA-MOR,312860,Arsênio,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
GUARIBA,351860,Arsênio,SP,16,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARUJA,351870,Arsênio,SP,28,3,16,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
GUARUJA DO SUL,420660,Arsênio,SC,53,3,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARULHOS,351880,Arsênio,SP,38,0,21,10,7,0,7,0.18421052631578946,0,0,0,0,0,1,0,7,1,23,48
GUATAMBU,420665,Arsênio,SC,48,2,11,34,1,0,1,0.021739130434782608,0,0,0,0,0,0,0,0,0,0,0
GUAXUPE,312870,Arsênio,MG,11,7,4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,1
GUIA LOPES DA LAGUNA,500410,Arsênio,MS,15,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GUIDOVAL,312880,Arsênio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
GUIRICEMA,312900,Arsênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
GURINHATA,312910,Arsênio,MG,15,8,0,0,7,0,7,1,0,0,0,0,0,0,0,0,0,0,0
GURUPI,170950,Arsênio,TO,8,0,4,4,0,0,0,0,0,1,0,0,0,8,1,0,0,0,1
GUZOLANDIA,351890,Arsênio,SP,18,2,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEITORAI,520960,Arsênio,GO,6,2,1,1,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0
HELIODORA,312920,Arsênio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
HERVAL,430710,Arsênio,RS,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERVEIRAS,430957,Arsênio,RS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIDROLANDIA,520970,Arsênio,GO,122,12,44,29,33,4,37,0.33636363636363636,0.03636363636363636,0,0,0,0,1,0,0,0,0,0
HONORIO SERPA,410965,Arsênio,PR,29,0,20,2,7,0,7,0.2413793103448276,0,0,0,0,0,0,0,0,0,0,0
HORIZONTINA,430960,Arsênio,RS,29,3,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HORTOLANDIA,351907,Arsênio,SP,11,0,7,3,1,0,1,0.09090909090909091,0,0,0,0,0,1,0,0,0,0,3
HUMAITA,430970,Arsênio,RS,44,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IACRI,351920,Arsênio,SP,24,7,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IACU,291190,Arsênio,BA,19,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARAS,351925,Arsênio,SP,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
IBAITI,410970,Arsênio,PR,104,0,39,50,15,0,15,0.14423076923076922,0,0,0,0,0,0,0,0,0,0,0
IBATIBA,320245,Arsênio,ES,18,7,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBEMA,410975,Arsênio,PR,21,2,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIACA,430980,Arsênio,RS,39,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIAI,312960,Arsênio,MG,22,16,0,0,3,3,6,1,0.5,0,0,0,0,0,0,0,0,0,0
IBIAM,420675,Arsênio,SC,16,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIASSUCE,291200,Arsênio,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
IBICARE,420680,Arsênio,SC,23,2,2,18,1,0,1,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0
IBICOARA,291220,Arsênio,BA,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBICUI,291230,Arsênio,BA,11,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIPEBA,291240,Arsênio,BA,6,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IBIRA,351940,Arsênio,SP,47,14,17,15,1,0,1,0.030303030303030304,0,0,0,0,0,0,0,0,0,0,1
IBIRACATU,312965,Arsênio,MG,12,4,0,2,6,0,6,0.75,0,0,0,0,0,0,0,0,0,0,0
IBIRACI,312970,Arsênio,MG,14,10,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IBIRAIARAS,430990,Arsênio,RS,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIRAMA,420690,Arsênio,SC,19,1,2,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
IBIRAPITANGA,291270,Arsênio,BA,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIRAPUA,291280,Arsênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
IBIRATAIA,291290,Arsênio,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIRITE,312980,Arsênio,MG,23,23,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1
IBIRUBA,431000,Arsênio,RS,45,1,44,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
IBITIARA,291300,Arsênio,BA,9,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IBITITA,291310,Arsênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
IBITIURA DE MINAS,312990,Arsênio,MG,16,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIUNA,351970,Arsênio,SP,18,2,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBOTIRAMA,291320,Arsênio,BA,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICARAI DE MINAS,313005,Arsênio,MG,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICARAIMA,410990,Arsênio,PR,57,0,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICEM,351980,Arsênio,SP,20,1,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGARAPAVA,352010,Arsênio,SP,63,0,21,34,8,0,8,0.12698412698412698,0,0,0,0,0,1,0,0,0,0,0
IGARAPE,313010,Arsênio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
IGARATA,352020,Arsênio,SP,23,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGARATINGA,313020,Arsênio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGRAPIUNA,291345,Arsênio,BA,11,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGREJINHA,431010,Arsênio,RS,108,8,91,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
IGUAI,291350,Arsênio,BA,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGUAPE,352030,Arsênio,SP,27,5,9,12,1,0,1,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0
IGUATEMI,500430,Arsênio,MS,15,0,8,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
IGUATU,411005,Arsênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IJUI,431020,Arsênio,RS,18,4,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7
ILHA COMPRIDA,352042,Arsênio,SP,24,0,9,14,1,0,1,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0
ILHA DAS FLORES,280270,Arsênio,SE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILHABELA,352040,Arsênio,SP,40,5,15,17,3,0,3,0.08571428571428572,0,0,0,0,0,0,0,0,0,0,0
ILHEUS,291360,Arsênio,BA,46,26,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7
ILICINEA,313050,Arsênio,MG,15,4,0,10,0,1,1,0.09090909090909091,0.09090909090909091,0,0,0,0,0,0,0,0,0,0
ILOPOLIS,431030,Arsênio,RS,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMBAU,411007,Arsênio,PR,43,0,18,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMBE,431033,Arsênio,RS,31,3,24,3,1,0,1,0.03571428571428571,0,0,0,0,0,0,0,0,0,0,0
IMBE DE MINAS,313055,Arsênio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
IMBITUVA,411010,Arsênio,PR,74,12,40,10,12,0,12,0.1935483870967742,0,0,0,0,0,2,0,0,0,0,0
IMBUIA,420740,Arsênio,SC,30,1,2,22,5,0,5,0.1724137931034483,0,0,0,0,0,0,0,0,0,0,0
INACIO MARTINS,411020,Arsênio,PR,34,0,20,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
INACIOLANDIA,520993,Arsênio,GO,16,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INAJA,411030,Arsênio,PR,18,0,9,8,1,0,1,0.05555555555555555,0,0,0,0,0,1,0,0,0,0,0
INCONFIDENTES,313060,Arsênio,MG,13,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDAIABIRA,313065,Arsênio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,2,0,0,0,0,0
INDAIAL,420750,Arsênio,SC,18,0,2,13,3,0,3,0.16666666666666666,0,0,0,0,0,0,0,1,0,0,1
INDEPENDENCIA,230560,Arsênio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
INDEPENDENCIA,431040,Arsênio,RS,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDIANOPOLIS,313070,Arsênio,MG,18,2,12,0,4,0,4,0.25,0,0,0,0,0,0,0,0,0,0,0
INDIANOPOLIS,411040,Arsênio,PR,20,0,8,4,8,0,8,0.4,0,0,0,0,0,0,0,0,0,0,0
INDIAPORA,352070,Arsênio,SP,42,11,20,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
INDIARA,520995,Arsênio,GO,20,4,12,1,3,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,0
INHACORA,431041,Arsênio,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INHAMBUPE,291370,Arsênio,BA,15,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INHUMAS,521000,Arsênio,GO,4,2,1,0,1,0,1,0.5,0,0,0,0,0,5,0,0,0,0,0
INIMUTABA,313110,Arsênio,MG,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INOCENCIA,500440,Arsênio,MS,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INUBIA PAULISTA,352080,Arsênio,SP,23,5,6,9,3,0,3,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0
IOMERE,420757,Arsênio,SC,18,2,4,8,4,0,4,0.25,0,0,0,0,0,0,0,0,0,0,0
IPABA,313115,Arsênio,MG,4,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
IPAMERI,521010,Arsênio,GO,31,3,13,8,7,0,7,0.25,0,1,0,0,0,1,0,0,0,0,0
IPATINGA,313130,Arsênio,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,3,0,0,0,0,1
IPE,431043,Arsênio,RS,61,1,58,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
IPERO,352100,Arsênio,SP,62,0,17,38,7,0,7,0.11290322580645161,0,0,0,0,0,2,0,0,0,0,0
IPIAU,291390,Arsênio,BA,13,5,0,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
IPIRA,291400,Arsênio,BA,19,8,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
IPIRA,420760,Arsênio,SC,31,5,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPIRANGA,411050,Arsênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPIRANGA DE GOIAS,521015,Arsênio,GO,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
IPORA,411060,Arsênio,PR,63,0,33,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IPORA,521020,Arsênio,GO,30,6,14,6,4,0,4,0.16666666666666666,0,1,0,0,0,6,0,0,0,0,0
IPORA DO OESTE,420765,Arsênio,SC,48,7,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPORANGA,352120,Arsênio,SP,48,0,17,25,6,0,6,0.125,0,0,0,0,0,0,0,0,0,0,0
IPUACU,420768,Arsênio,SC,43,6,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPUIUNA,313150,Arsênio,MG,19,8,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPUMIRIM,420770,Arsênio,SC,39,0,5,33,1,0,1,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0
IPUPIARA,291410,Arsênio,BA,22,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRACEMA DO OESTE,411065,Arsênio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRACEMINHA,420775,Arsênio,SC,34,6,2,24,2,0,2,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0
IRAI,431050,Arsênio,RS,13,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
IRAMAIA,291430,Arsênio,BA,9,6,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IRANI,420780,Arsênio,SC,31,2,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAPUA,352150,Arsênio,SP,20,2,11,5,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0
IRAQUARA,291440,Arsênio,BA,20,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRARA,291450,Arsênio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
IRATI,411070,Arsênio,PR,69,8,37,18,6,0,6,0.09836065573770492,0,0,0,0,0,0,0,0,0,0,0
IRETAMA,411080,Arsênio,PR,50,0,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRINEOPOLIS,420790,Arsênio,SC,28,0,1,19,8,0,8,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0
IRUPI,320265,Arsênio,ES,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISRAELANDIA,521030,Arsênio,GO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,420800,Arsênio,SC,22,0,4,12,6,0,6,0.2727272727272727,0,0,0,0,0,0,1,0,0,0,0
ITAARA,431053,Arsênio,RS,61,0,48,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITABAIANA,280290,Arsênio,SE,59,6,0,52,1,0,1,0.018867924528301886,0,0,0,0,0,3,0,0,0,0,0
ITABELA,291465,Arsênio,BA,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITABERA,352170,Arsênio,SP,23,23,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
ITABERABA,291470,Arsênio,BA,25,17,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ITABERAI,521040,Arsênio,GO,2,2,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0
ITABIRINHA,313180,Arsênio,MG,17,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITABORAI,330190,Arsênio,RJ,6,0,0,2,4,0,4,0.6666666666666666,0,0,0,0,0,2,0,0,0,1,0
ITACARAMBI,313210,Arsênio,MG,20,18,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0
ITACARE,291490,Arsênio,BA,16,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITAETE,291500,Arsênio,BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITAGI,291510,Arsênio,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITAGIBA,291520,Arsênio,BA,12,6,0,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
ITAGIMIRIM,291530,Arsênio,BA,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITAGUACU DA BAHIA,291535,Arsênio,BA,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITAGUAJE,411090,Arsênio,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITAGUARI,521056,Arsênio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
ITAGUARU,521060,Arsênio,GO,2,0,1,0,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0
ITAI,352180,Arsênio,SP,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
ITAIOPOLIS,420810,Arsênio,SC,84,1,17,54,12,0,12,0.14457831325301204,0,0,0,0,0,0,0,0,0,0,0
ITAIPE,313230,Arsênio,MG,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITAIPULANDIA,411095,Arsênio,PR,96,0,50,45,1,0,1,0.010416666666666666,0,0,0,0,0,0,0,0,0,0,0
ITAJA,521080,Arsênio,GO,8,0,5,2,1,0,1,0.125,0,0,0,0,0,1,0,0,0,0,0
ITAJU DO COLONIA,291540,Arsênio,BA,18,10,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ITAJUBA,313240,Arsênio,MG,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,13
ITAMARAJU,291560,Arsênio,BA,10,10,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,2
