municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_729405,cnae_2019399,cnae_2093200,cnae_2522500,cnae_2539002,cnae_2721000
MACAUBAS,291980,Cádmio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0
MACEDONIA,352820,Cádmio,SP,24,5,2,17,0,0,0,0,0,0,0,0,0,0,0,0
MACHACALIS,313890,Cádmio,MG,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHADINHO,431170,Cádmio,RS,64,0,62,2,0,0,0,0,0,0,0,0,0,0,0,0
MACIEIRA,421005,Cádmio,SC,18,4,3,9,2,0,2,0.14285714285714285,0,0,0,0,0,0,0,0
MADRE DE DEUS DE MINAS,313910,Cádmio,MG,16,16,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MAETINGA,291995,Cádmio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MAFRA,421010,Cádmio,SC,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
MAGDA,352830,Cádmio,SP,23,9,1,13,0,0,0,0,0,0,0,0,0,0,0,0
MAIQUINIQUE,292000,Cádmio,BA,5,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0
MAIRI,292010,Cádmio,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MAIRIPORA,352850,Cádmio,SP,88,0,46,39,3,0,3,0.03409090909090909,0,0,0,0,5,0,7,0
MAIRIPOTABA,521260,Cádmio,GO,24,3,7,8,6,0,6,0.2857142857142857,0,0,0,0,0,0,0,0
MALHADA,292020,Cádmio,BA,14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MALHADA DE PEDRAS,292030,Cádmio,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MALLET,411390,Cádmio,PR,75,7,43,2,23,0,23,0.3382352941176471,0,0,0,0,0,0,0,0
MAMBAI,521270,Cádmio,GO,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0
MAMBORE,411400,Cádmio,PR,32,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0
MANDAGUACU,411410,Cádmio,PR,41,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0
MANDAGUARI,411420,Cádmio,PR,24,0,15,9,0,0,0,0,0,0,0,0,2,0,0,0
MANDIRITUBA,411430,Cádmio,PR,62,6,36,12,8,0,8,0.14285714285714285,0,0,0,0,0,0,2,0
MANFRINOPOLIS,411435,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
MANGA,313930,Cádmio,MG,24,20,0,0,4,0,4,1,0,0,0,0,0,0,0,0
MANGUEIRINHA,411440,Cádmio,PR,68,9,36,0,23,0,23,0.3898305084745763,0,0,0,0,0,0,0,0
MANOEL RIBAS,411450,Cádmio,PR,17,0,10,5,2,0,2,0.11764705882352941,0,0,0,0,0,0,0,0
MANOEL VIANA,431175,Cádmio,RS,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
MANOEL VITORINO,292040,Cádmio,BA,14,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0
MANSIDAO,292045,Cádmio,BA,13,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0
MARA ROSA,521280,Cádmio,GO,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
MARABA PAULISTA,352870,Cádmio,SP,19,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0
MARACAI,352880,Cádmio,SP,12,0,2,9,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0
MARACAJU,500540,Cádmio,MS,82,0,65,10,7,0,7,0.08536585365853659,0,0,0,0,2,0,0,0
MARACAS,292050,Cádmio,BA,44,11,0,33,0,0,0,0,0,1,0,0,0,0,0,0
MARAGOGIPE,292060,Cádmio,BA,31,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0
MARANGUAPE,230770,Cádmio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MARAU,292070,Cádmio,BA,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0
MARAU,431180,Cádmio,RS,32,1,31,0,0,0,0,0,0,0,0,0,0,0,1,0
MARAVILHA,421050,Cádmio,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0
MARAVILHAS,313970,Cádmio,MG,4,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0
MARCELINO RAMOS,431190,Cádmio,RS,33,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0
MARCIONILIO SOUZA,292080,Cádmio,BA,30,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0
MARECHAL FLORIANO,320334,Cádmio,ES,12,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0
MAREMA,421055,Cádmio,SC,21,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0
MARIA HELENA,411470,Cádmio,PR,38,0,20,17,1,0,1,0.02631578947368421,0,0,0,0,0,0,0,0
MARIANA PIMENTEL,431198,Cádmio,RS,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIANO MORO,431200,Cádmio,RS,36,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0
MARIAPOLIS,352890,Cádmio,SP,44,11,9,22,2,0,2,0.06060606060606061,0,0,0,0,0,0,0,0
MARILANDIA DO SUL,411490,Cádmio,PR,42,0,30,12,0,0,0,0,0,0,0,0,1,0,0,0
MARILENA,411500,Cádmio,PR,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0
MARINGA,411520,Cádmio,PR,94,0,52,42,0,0,0,0,0,0,0,1,3,4,15,1
MARINOPOLIS,352910,Cádmio,SP,24,6,1,17,0,0,0,0,0,0,0,0,0,0,0,0
MARIOPOLIS,411530,Cádmio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0
MARIPA,411535,Cádmio,PR,57,0,30,27,0,0,0,0,0,0,0,0,0,0,0,0
MARMELEIRO,411540,Cádmio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0
MARQUES DE SOUZA,431205,Cádmio,RS,17,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0
MARQUINHO,411545,Cádmio,PR,32,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
MARTINHO CAMPOS,314050,Cádmio,MG,18,7,0,10,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0
MARTINS SOARES,314053,Cádmio,MG,22,2,16,2,2,0,2,0.1,0,0,0,0,0,0,0,0
MASCOTE,292090,Cádmio,BA,40,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0
MATA,431210,Cádmio,RS,44,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0
MATA DE SAO JOAO,292100,Cádmio,BA,58,35,0,23,0,0,0,0,0,0,0,0,0,0,0,0
MATA VERDE,314055,Cádmio,MG,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0
MATELANDIA,411560,Cádmio,PR,50,10,30,1,9,0,9,0.225,0,1,0,0,0,0,0,0
MATERLANDIA,314060,Cádmio,MG,9,9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MATHIAS LOBATO,317150,Cádmio,MG,24,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MATIAS CARDOSO,314085,Cádmio,MG,44,27,0,0,16,1,17,1,0.058823529411764705,0,0,0,0,0,0,0
MATINHOS,411570,Cádmio,PR,20,0,16,2,2,0,2,0.1,0,0,0,0,1,0,1,0
MATIPO,314090,Cádmio,MG,19,0,16,0,2,1,3,0.15789473684210525,0.05263157894736842,0,0,0,0,0,0,0
MATO RICO,411573,Cádmio,PR,18,0,10,7,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0
MATO VERDE,314100,Cádmio,MG,11,9,0,0,2,0,2,1,0,0,0,0,0,0,0,0
MATOS COSTA,421070,Cádmio,SC,18,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0
MATOZINHOS,314110,Cádmio,MG,10,4,0,1,5,0,5,0.8333333333333334,0,0,0,2,0,0,10,0
MATUTINA,314120,Cádmio,MG,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0
MAUA DA SERRA,411575,Cádmio,PR,17,0,10,6,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0
MAURILANDIA,521300,Cádmio,GO,10,1,6,1,0,2,2,0.2222222222222222,0.2222222222222222,0,0,0,0,0,1,0
MAXIMILIANO DE ALMEIDA,431220,Cádmio,RS,50,2,47,1,0,0,0,0,0,0,0,0,0,0,0,0
MEDEIROS,314130,Cádmio,MG,6,2,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0
MEDEIROS NETO,292110,Cádmio,BA,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MEDIANEIRA,411580,Cádmio,PR,36,0,16,0,20,0,20,0.5555555555555556,0,0,0,0,0,0,0,0
MEDINA,314140,Cádmio,MG,10,8,0,0,2,0,2,1,0,0,0,0,0,0,0,0
MERCES,314160,Cádmio,MG,3,3,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0
MERIDIANO,352960,Cádmio,SP,40,10,1,29,0,0,0,0,0,0,0,0,0,0,0,0
MESOPOLIS,352965,Cádmio,SP,22,6,1,15,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL CALMON,292120,Cádmio,BA,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MIGUELOPOLIS,352970,Cádmio,SP,33,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0
MIMOSO DE GOIAS,521305,Cádmio,GO,10,5,2,1,2,0,2,0.4,0,0,0,0,0,0,0,0
MINACU,521308,Cádmio,GO,1,1,0,0,0,0,0,NA,NA,0,2,0,0,0,0,0
MINAS DO LEAO,431225,Cádmio,RS,28,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0
MINAS NOVAS,314180,Cádmio,MG,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0
MINDURI,314190,Cádmio,MG,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MIRA ESTRELA,353000,Cádmio,SP,26,6,1,19,0,0,0,0,0,0,0,0,0,0,0,0
MIRABELA,314200,Cádmio,MG,7,4,0,1,2,0,2,0.6666666666666666,0,0,0,0,0,0,0,0
MIRACATU,352990,Cádmio,SP,100,0,36,54,10,0,10,0.1,0,0,0,0,0,0,0,0
MIRADOR,411590,Cádmio,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0
MIRAGUAI,431230,Cádmio,RS,85,0,82,0,3,0,3,0.03529411764705882,0,0,0,0,0,0,0,0
MIRAI,314220,Cádmio,MG,12,0,1,3,8,0,8,0.6666666666666666,0,0,0,0,1,0,0,0
MIRANDA,500560,Cádmio,MS,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
MIRANGABA,292140,Cádmio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MIRANTE,292145,Cádmio,BA,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
MIRANTE DO PARANAPANEMA,353020,Cádmio,SP,83,22,20,40,1,0,1,0.01639344262295082,0,0,0,0,0,0,0,0
MIRAVANIA,314225,Cádmio,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MIRIM DOCE,421085,Cádmio,SC,34,0,2,26,6,0,6,0.17647058823529413,0,0,0,0,0,0,0,0
MISSAL,411605,Cádmio,PR,20,3,10,5,2,0,2,0.11764705882352941,0,0,0,0,0,0,0,0
MOCOCA,353050,Cádmio,SP,83,10,20,51,2,0,2,0.0273972602739726,0,0,0,0,1,0,1,0
MODELO,421090,Cádmio,SC,75,11,24,40,0,0,0,0,0,0,0,0,0,0,0,0
MOEDA,314230,Cádmio,MG,26,6,1,15,4,0,4,0.2,0,0,0,0,0,0,0,0
MOMBACA,230850,Cádmio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MOMBUCA,353090,Cádmio,SP,13,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0
MONCOES,353100,Cádmio,SP,21,5,2,13,1,0,1,0.0625,0,0,0,0,0,0,0,0
MONDAI,421100,Cádmio,SC,47,7,9,30,0,1,1,0.025,0.025,0,0,0,0,0,0,0
MONGAGUA,353110,Cádmio,SP,22,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0
MONSENHOR PAULO,314260,Cádmio,MG,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MONSENHOR TABOSA,230860,Cádmio,CE,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
MONTALVANIA,314270,Cádmio,MG,77,71,0,0,6,0,6,1,0,0,0,0,0,0,0,0
MONTANHA,320350,Cádmio,ES,10,0,0,9,1,0,1,0.1,0,0,0,0,0,0,0,0
MONTE ALEGRE DE GOIAS,521350,Cádmio,GO,18,3,10,3,2,0,2,0.13333333333333333,0,1,0,0,0,0,0,0
MONTE ALTO,353130,Cádmio,SP,60,1,4,55,0,0,0,0,0,0,0,0,0,0,1,0
MONTE APRAZIVEL,353140,Cádmio,SP,72,0,5,65,2,0,2,0.027777777777777776,0,0,0,0,0,1,0,0
MONTE AZUL,314290,Cádmio,MG,15,7,0,2,6,0,6,0.75,0,0,0,0,0,0,0,0
MONTE BELO,314300,Cádmio,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MONTE CASTELO,421110,Cádmio,SC,21,0,6,12,3,0,3,0.14285714285714285,0,0,0,0,0,0,0,0
MONTE FORMOSO,314315,Cádmio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MONTE MOR,353180,Cádmio,SP,106,0,41,59,6,0,6,0.05660377358490566,0,0,0,0,3,1,5,0
MONTE SANTO DE MINAS,314320,Cádmio,MG,33,22,0,11,0,0,0,0,0,0,0,0,0,0,0,0
MONTE SIAO,314340,Cádmio,MG,22,9,0,11,2,0,2,0.15384615384615385,0,0,0,0,0,0,0,0
MONTEIRO LOBATO,353170,Cádmio,SP,80,48,18,14,0,0,0,0,0,0,0,0,0,0,0,0
MONTENEGRO,431240,Cádmio,RS,50,18,29,3,0,0,0,0,0,0,0,0,3,0,0,0
MONTES CLAROS,314330,Cádmio,MG,39,15,5,13,6,0,6,0.25,0,1,0,0,1,0,2,0
MONTES CLAROS DE GOIAS,521370,Cádmio,GO,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
MONTEZUMA,314345,Cádmio,MG,14,7,0,1,6,0,6,0.8571428571428571,0,0,0,0,0,0,0,0
MONTIVIDIU,521375,Cádmio,GO,22,5,7,7,2,1,3,0.17647058823529413,0.058823529411764705,0,0,0,0,0,0,0
MORADA NOVA DE MINAS,314350,Cádmio,MG,10,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
MOREIRA SALES,411610,Cádmio,PR,38,1,20,17,0,0,0,0,0,0,0,0,0,0,0,0
MORPARA,292160,Cádmio,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0
MORRETES,411620,Cádmio,PR,45,4,24,0,17,0,17,0.4146341463414634,0,0,0,0,0,0,0,0
MORRINHOS,521380,Cádmio,GO,46,2,24,14,4,2,6,0.13636363636363635,0.045454545454545456,0,0,0,1,0,0,0
MORRO DA GARCA,314360,Cádmio,MG,15,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0
MORRO DO CHAPEU,292170,Cádmio,BA,29,22,0,7,0,0,0,0,0,0,0,0,2,0,0,0
MORRO REDONDO,431245,Cádmio,RS,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRO REUTER,431247,Cádmio,RS,31,7,24,0,0,0,0,0,0,0,0,0,1,0,0,0
MORTUGABA,292180,Cádmio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MORUNGABA,353200,Cádmio,SP,16,0,5,9,2,0,2,0.125,0,0,0,1,2,0,0,0
MOSTARDAS,431250,Cádmio,RS,15,2,11,0,2,0,2,0.15384615384615385,0,0,0,0,0,0,0,0
MOZARLANDIA,521400,Cádmio,GO,32,6,14,8,4,0,4,0.15384615384615385,0,0,0,0,0,0,0,0
MUCURI,292200,Cádmio,BA,15,15,0,0,0,0,0,NA,NA,0,0,2,0,0,0,0
MUITOS CAPOES,431261,Cádmio,RS,59,0,57,2,0,0,0,0,0,0,0,0,0,0,0,0
MULUNGU,230910,Cádmio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MULUNGU DO MORRO,292205,Cádmio,BA,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUNDO NOVO,292210,Cádmio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
MUNDO NOVO,500568,Cádmio,MS,10,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0
MUNDO NOVO,521405,Cádmio,GO,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
MUNHOZ,314380,Cádmio,MG,14,10,0,3,1,0,1,0.25,0,0,0,0,0,0,0,0
MUNIZ FERREIRA,292220,Cádmio,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0
MUQUEM DE SAO FRANCISCO,292225,Cádmio,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0
MUQUI,320380,Cádmio,ES,20,0,0,16,4,0,4,0.2,0,0,0,0,0,0,0,0
MURITIBA,292230,Cádmio,BA,16,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0
MUZAMBINHO,314410,Cádmio,MG,18,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0
NACIP RAYDAN,314420,Cádmio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
NANUQUE,314430,Cádmio,MG,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NAO-ME-TOQUE,431265,Cádmio,RS,36,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0
NARANDIBA,353220,Cádmio,SP,23,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0
NATIVIDADE,171420,Cádmio,TO,17,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0
NAVIRAI,500570,Cádmio,MS,58,0,37,21,0,0,0,0,0,0,0,0,0,0,0,0
NAZARE,171430,Cádmio,TO,10,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0
NAZARE,292250,Cádmio,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0
NAZARE PAULISTA,353240,Cádmio,SP,39,10,12,15,2,0,2,0.06896551724137931,0,0,0,0,0,0,0,0
NAZARENO,314450,Cádmio,MG,27,19,0,8,0,0,0,0,0,3,0,0,0,0,0,0
NAZARIO,521440,Cádmio,GO,10,2,3,4,1,0,1,0.125,0,0,0,0,0,0,0,0
NEROPOLIS,521450,Cádmio,GO,52,9,18,7,18,0,18,0.4186046511627907,0,0,0,1,0,0,0,0
NHANDEARA,353260,Cádmio,SP,46,7,4,34,1,0,1,0.02564102564102564,0,0,0,0,0,0,0,0
NILO PECANHA,292260,Cádmio,BA,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0
NIOAQUE,500580,Cádmio,MS,20,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0
NIPOA,353270,Cádmio,SP,26,0,3,22,1,0,1,0.038461538461538464,0,0,0,0,0,0,0,0
NIQUELANDIA,521460,Cádmio,GO,2,2,0,0,0,0,0,NA,NA,4,1,0,0,0,0,0
NONOAI,431270,Cádmio,RS,112,1,106,5,0,0,0,0,0,0,0,0,0,0,0,0
NOSSA SENHORA DO SOCORRO,280480,Cádmio,SE,3,1,1,1,0,0,0,0,0,0,0,2,6,1,0,0
NOVA ALIANCA DO IVAI,411650,Cádmio,PR,16,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ALVORADA DO SUL,500600,Cádmio,MS,32,0,25,7,0,0,0,0,0,0,0,0,0,0,3,0
NOVA AMERICA,521470,Cádmio,GO,8,2,2,3,1,0,1,0.16666666666666666,0,0,0,0,0,0,0,0
NOVA AMERICA DA COLINA,411660,Cádmio,PR,25,0,18,5,2,0,2,0.08,0,0,0,0,0,0,0,0
NOVA ANDRADINA,500620,Cádmio,MS,38,2,19,17,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ARACA,431280,Cádmio,RS,31,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA AURORA,411670,Cádmio,PR,69,0,39,29,1,0,1,0.014492753623188406,0,0,0,0,0,1,0,0
NOVA BASSANO,431290,Cádmio,RS,108,0,104,4,0,0,0,0,0,0,0,0,1,0,0,0
NOVA BELEM,314467,Cádmio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA BRESCIA,431300,Cádmio,RS,32,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0
NOVA CAMPINA,353282,Cádmio,SP,20,1,0,18,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0
NOVA CANAA,292270,Cádmio,BA,17,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0
NOVA CANAA PAULISTA,353284,Cádmio,SP,41,12,2,27,0,0,0,0,0,0,0,0,0,0,0,0
NOVA CANTU,411680,Cádmio,PR,58,0,29,26,3,0,3,0.05172413793103448,0,0,0,0,0,0,0,0
NOVA CRIXAS,521483,Cádmio,GO,10,9,0,0,1,0,1,1,0,0,0,0,0,0,0,0
NOVA ERECHIM,421140,Cádmio,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ESPERANCA,411690,Cádmio,PR,24,0,16,4,4,0,4,0.16666666666666666,0,0,0,0,0,0,1,0
NOVA ESPERANCA DO SUDOESTE,411695,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,1,0,0,0
NOVA ESPERANCA DO SUL,431303,Cádmio,RS,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA FATIMA,292273,Cádmio,BA,16,3,0,13,0,0,0,0,0,1,0,0,0,0,0,0
NOVA GLORIA,521486,Cádmio,GO,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVA GRANADA,353300,Cádmio,SP,53,1,5,42,5,0,5,0.09615384615384616,0,0,0,0,0,0,2,0
NOVA GUATAPORANGA,353310,Cádmio,SP,17,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0
NOVA IBIA,292275,Cádmio,BA,12,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0
NOVA IGUACU,330350,Cádmio,RJ,2,0,2,0,0,0,0,0,0,1,0,1,6,0,6,0
NOVA IGUACU DE GOIAS,521487,Cádmio,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
NOVA LARANJEIRAS,411705,Cádmio,PR,26,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0
NOVA LIMA,314480,Cádmio,MG,31,9,2,5,15,0,15,0.6818181818181818,0,2,0,4,1,0,1,0
NOVA LONDRINA,411710,Cádmio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
NOVA LUZITANIA,353330,Cádmio,SP,23,0,2,12,7,2,9,0.391304347826087,0.08695652173913043,0,0,0,0,0,0,0
NOVA OLIMPIA,411720,Cádmio,PR,19,0,10,8,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0
NOVA OLINDA,171488,Cádmio,TO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PALMA,431310,Cádmio,RS,33,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PETROPOLIS,431320,Cádmio,RS,65,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PRATA,431330,Cádmio,RS,30,0,28,2,0,0,0,0,0,0,0,0,0,0,6,0
NOVA PRATA DO IGUACU,411725,Cádmio,PR,50,0,21,29,0,0,0,0,0,0,0,0,0,0,0,0
NOVA REDENCAO,292285,Cádmio,BA,15,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0
NOVA RESENDE,314510,Cádmio,MG,6,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0
NOVA ROMA DO SUL,431335,Cádmio,RS,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA SANTA RITA,431337,Cádmio,RS,23,5,16,1,1,0,1,0.05555555555555555,0,0,0,0,1,0,1,0
NOVA SANTA ROSA,411722,Cádmio,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0
NOVA SERRANA,314520,Cádmio,MG,20,19,1,0,0,0,0,0,0,0,0,4,0,0,63,0
NOVA SOURE,292290,Cádmio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
NOVA TEBAS,411727,Cádmio,PR,43,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0
NOVA UNIAO,313660,Cádmio,MG,7,4,0,0,3,0,3,1,0,0,0,0,0,0,0,0
NOVA VENEZA,521500,Cádmio,GO,6,0,1,2,3,0,3,0.5,0,0,0,0,0,0,1,0
NOVA VICOSA,292300,Cádmio,BA,19,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOVO BRASIL,521520,Cádmio,GO,10,1,5,1,3,0,3,0.3333333333333333,0,0,0,0,0,0,0,0
NOVO CRUZEIRO,314530,Cádmio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVO GAMA,521523,Cádmio,GO,14,2,1,3,8,0,8,0.6666666666666666,0,0,0,0,0,0,0,0
NOVO HORIZONTE,353350,Cádmio,SP,34,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0
NOVO HORIZONTE DO SUL,500625,Cádmio,MS,14,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0
NOVO ITACOLOMI,411729,Cádmio,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0
NOVO ORIENTE,230940,Cádmio,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
NOVO PLANALTO,521525,Cádmio,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
NOVO TRIUNFO,292305,Cádmio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
OLEO,353380,Cádmio,SP,48,0,0,30,18,0,18,0.375,0,0,0,0,0,0,0,0
OLINDINA,292310,Cádmio,BA,13,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ONCA DE PITANGUI,314580,Cádmio,MG,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ONDA VERDE,353400,Cádmio,SP,25,5,2,17,1,0,1,0.05,0,0,0,0,0,0,0,0
ORIENTE,353410,Cádmio,SP,15,1,5,6,3,0,3,0.21428571428571427,0,0,0,0,0,1,1,0
ORINDIUVA,353420,Cádmio,SP,23,3,2,17,1,0,1,0.05,0,0,0,0,0,0,0,0
ORIZANIA,314587,Cádmio,MG,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ORIZONA,521530,Cádmio,GO,13,1,10,0,2,0,2,0.16666666666666666,0,0,0,0,0,0,0,0
ORTIGUEIRA,411730,Cádmio,PR,99,0,74,25,0,0,0,0,0,0,0,1,0,0,0,0
OSCAR BRESSANE,353450,Cádmio,SP,16,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0
OSORIO,431350,Cádmio,RS,45,7,34,3,1,0,1,0.02631578947368421,0,0,0,0,2,0,4,0
OSVALDO CRUZ,353460,Cádmio,SP,45,11,8,24,2,0,2,0.058823529411764705,0,0,0,0,1,0,0,0
OTACILIO COSTA,421175,Cádmio,SC,16,1,2,13,0,0,0,0,0,0,0,2,0,0,0,0
OURICANGAS,292330,Cádmio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
